# PROVENANCE -- reproducible from the original with tools/fielddata/extract_ride_fixture.py
#   source file    i188577527.fit (not committed: carries GPS and heart rate)
#   device         garmin_product 4440, firmware 32.2; recorded on 2026-09-20 (date only: the start
#                  time is dropped so relative seconds cannot be turned into clock times)
#   ours           developer_data_index 3, application_id 24ec02815a2643ac8e47d1f1bc7bceb4 (manifest id is fc13e61e7ca54c998c7a7c64f0ef4434)
#   CRC            verified by fitparse check_crc=True
#   values         record messages (FIT global 20) in file order; t = seconds since the
#                  first record; power = native field 7 (W); PCr_J / GLY_J = this app's
#                  developer fields 0 / 1, float32, written with 9 significant digits
#                  (exact round-trip)
#   absence        an EMPTY cell means the field was absent from that record; 0 W is a
#                  real power reading. Record fields latch (FACTS.md 3.3), so a repeated
#                  value can be a steady state or a re-emitted one.
#   columns        read BY NAME; a loader must refuse a row whose cell count differs
#                  from the header's.
#   cross-checks   records 11903; first PCr_J 5368, GLY_J 16104; last t 15140
t,power,PCr_J,GLY_J
874,219,4322.38428,11539.1055
875,228,4326.82471,11543.7275
876,226,4330.1416,11548.1182
877,154,4333.7002,11552.5635
878,81,4346.01758,11558.7949
879,59,4367.01074,11566.582
880,62,4390.1792,11574.7305
881,53,4412.49414,11582.8242
882,61,4435.30127,11591.0371
883,74,4456.64648,11599.0938
884,91,4476.1499,11606.9355
885,104,4493.48291,11614.4717
886,99,4509.07471,11621.7129
887,80,4524.9624,11629.0703
888,70,4542.40869,11636.7471
889,68,4560.52881,11644.6064
890,62,4578.39551,11652.4619
891,76,4596.43262,11660.4014
892,76,4614.06299,11668.3262
893,89,4630.09326,11676.0283
894,85,4644.58984,11683.4561
895,93,4659.20605,11690.9736
896,92,4672.81641,11698.3096
897,99,4686.27832,11705.666
898,111,4698.90381,11712.8711
899,105,4710.32275,11719.8145
900,297,4722.04053,11726.8799
901,433,4660.51318,11697.6504
902,437,4535.19531,11598.2969
903,436,4431.65283,11474.998
904,363,4341.03906,11341.9736
905,234,4285.72266,11247.7451
906,153,4288.37451,11252.2617
907,2,4301.23877,11258.9434
908,0,4332.68115,11268.4336
909,0,4363.54004,11277.957
910,0,4393.46045,11287.4521
911,0,4422.44287,11296.9102
912,0,4450.68408,11306.3867
913,0,4478.0376,11315.8262
914,0,4504.58496,11325.2471
915,0,4530.32422,11334.6396
916,0,4555.32959,11344.0234
917,0,4579.64502,11353.4072
918,0,4603.17139,11362.7451
919,0,4626.02637,11372.0732
920,0,4648.20605,11381.3828
921,0,4669.73047,11390.6748
922,0,4690.61816,11399.9482
923,0,4710.88818,11409.2031
924,0,4730.57812,11418.4492
925,2,4749.66602,11427.668
926,4,4768.04346,11436.8467
927,6,4785.72217,11445.9756
928,17,4802.76611,11455.0732
929,17,4802.76611,11455.0732
930,61,4834.03467,11472.999
931,61,4846.17627,11481.25
932,73,4858.08057,11489.5107
933,78,4869.0083,11497.5605
934,77,4879.41113,11505.5078
935,83,4889.64746,11513.4512
936,89,4899.35352,11521.2871
937,89,4908.86572,11529.1094
938,65,4917.84473,11536.791
939,2,4927.93359,11544.8945
940,0,4941.0708,11553.8428
941,0,4953.93359,11562.8037
942,0,4966.38818,11571.7295
943,0,4978.48438,11580.6465
944,0,4990.22021,11589.5459
945,0,5001.60645,11598.4277
946,0,5012.65283,11607.292
947,0,5023.37012,11616.1387
948,0,5033.77783,11624.9775
949,0,5043.85449,11633.7812
950,0,5053.64062,11642.5762
951,0,5063.13428,11651.3535
952,0,5072.33545,11660.1055
953,0,5081.2793,11668.8574
954,0,5089.94678,11677.583
955,0,5098.35498,11686.292
956,0,5106.50391,11694.9756
957,0,5114.4248,11703.6592
958,0,5122.09326,11712.3086
959,0,5129.54688,11720.958
960,0,5136.76953,11729.5811
961,18,5143.78271,11738.1963
962,123,5150.08643,11746.5723
963,123,5156.23926,11754.9658
964,298,5159.56396,11761.6104
965,313,5061.86719,11716.5664
966,309,4978.95703,11646.084
967,305,4912.01318,11567.0801
968,282,4855.7168,11484.8994
969,225,4814.18701,11414.4453
970,184,4816.13574,11419.0332
971,174,4820.7373,11424.6895
972,196,4825.94385,11430.5967
973,220,4829.70117,11435.9268
974,221,4831.91064,11440.6182
975,178,4834.05518,11445.293
976,140,4838.88818,11451.0723
977,130,4846.04932,11457.7949
978,120,4853.70752,11464.7207
979,126,4861.89111,11471.8896
980,135,4869.56592,11478.8916
981,161,4876.61279,11485.6914
982,191,4882.05078,11491.8486
983,201,4885.71289,11497.2373
984,179,4888.78027,11502.3633
985,178,4893.0708,11508.0459
986,190,4897.37988,11513.7471
987,179,4900.98486,11519.1357
988,178,4905.16895,11524.7979
989,195,4909.3667,11530.4727
990,215,4912.61523,11535.7197
991,236,4914.75977,11540.4365
992,220,4915.77686,11544.6357
993,177,4917.64453,11549.2266
994,139,4921.79395,11554.9072
995,140,4927.90381,11561.4961
996,133,4933.87939,11568.0518
997,122,4940.13428,11574.7588
998,154,4946.84961,11581.6934
999,205,4951.87549,11587.8906
1000,253,4954.33447,11592.8145
1001,288,4954.43213,11596.5537
1002,291,4886.61084,11564.8477
1003,277,4832.74121,11518.7012
1004,244,4794.61084,11473.5029
1005,238,4795.35303,11477.5605
1006,258,4796.5,11481.7676
1007,284,4769.65576,11450.1074
1008,292,4736.23242,11401.3633
1009,280,4703.43164,11345.75
1010,259,4677.82129,11297.2041
1011,236,4661.06934,11262.6064
1012,217,4662.63721,11267.0576
1013,194,4665.76367,11272.0039
1014,191,4670.7666,11277.5684
1015,195,4675.979,11283.208
1016,219,4680.83496,11288.7383
1017,245,4683.72852,11293.6182
1018,266,4684.52734,11297.8047
1019,243,4657.79541,11270.9492
1020,220,4658.79053,11275.2109
1021,211,4661.69287,11280.0781
1022,199,4665.31982,11285.1709
1023,155,4669.92236,11290.5918
1024,133,4678.06445,11297.1494
1025,121,4687.92334,11304.2715
1026,188,4698.5791,11311.6504
1027,213,4703.81982,11317.3242
1028,202,4707.08008,11322.3252
1029,190,4711.18701,11327.6289
1030,181,4716.17871,11333.2305
1031,210,4721.81934,11339.0635
1032,220,4725.22705,11344.1309
1033,197,4727.86133,11348.9238
1034,160,4732.20996,11354.3203
1035,119,4739.28564,11360.6777
1036,115,4749.31494,11368.0225
1037,134,4759.45703,11375.4307
1038,141,4768.08984,11382.3984
1039,164,4776.11816,11389.1953
1040,177,4782.43604,11395.4043
1041,144,4787.79492,11401.2715
1042,114,4795.3457,11407.9561
1043,106,4804.82373,11415.3311
1044,106,4814.68652,11422.874
1045,102,4824.36035,11430.3896
1046,107,4834.13232,11437.9844
1047,109,4843.41797,11445.4619
1048,104,4852.4209,11452.8848
1049,105,4861.58398,11460.4092
1050,116,4870.50977,11467.8857
1051,122,4878.64551,11475.123
1052,124,4886.30469,11482.2168
1053,134,4893.74023,11489.2627
1054,136,4900.49023,11496.0566
1055,139,4907.04248,11502.8008
1056,145,4913.3418,11509.4648
1057,161,4919.24072,11515.9844
1058,172,4924.20752,11522.0947
1059,187,4928.55029,11527.9297
1060,190,4932.07422,11533.3779
1061,177,4935.41943,11538.749
1062,155,4939.396,11544.4316
1063,136,4944.45801,11550.6621
1064,130,4950.40039,11557.3193
1065,121,4956.5625,11564.1104
1066,91,4963.06592,11571.083
1067,22,4970.90967,11578.6641
1068,4,4981.84082,11587.3145
1069,0,4993.30713,11596.167
1070,0,5004.58057,11605.0186
1071,0,5015.55078,11613.8789
1072,0,5026.2041,11622.7305
1073,0,5036.51855,11631.5469
1074,0,5046.51514,11640.3379
1075,0,5056.22314,11649.1201
1076,0,5065.64111,11657.8848
1077,0,5074.78662,11666.6416
1078,0,5083.64111,11675.3633
1079,0,5092.24805,11684.085
1080,0,5100.58057,11692.7725
1081,0,5108.67188,11701.4512
1082,0,5116.521,11710.1133
1083,51,5124.13525,11718.7578
1084,102,5130.0498,11726.7617
1085,104,5134.37549,11733.874
1086,112,5138.56396,11740.9297
1087,116,5142.46826,11747.8291
1088,116,5146.19238,11754.623
1089,109,5149.86279,11761.4199
1090,101,5153.64795,11768.333
1091,104,5157.57617,11775.3975
1092,126,5161.3584,11782.3926
1093,133,5164.53516,11788.9385
1094,129,5167.48828,11795.3125
1095,116,5170.49805,11801.7686
1096,108,5173.77246,11808.4912
1097,2,5177.17188,11815.3486
1098,0,5182.92725,11823.7666
1099,0,5188.55518,11832.1875
1100,0,5194.01367,11840.5918
1101,0,5199.31299,11848.9883
1102,0,5204.44775,11857.3604
1103,0,5209.42773,11865.7158
1104,0,5214.25732,11874.0547
1105,0,5218.94141,11882.377
1106,0,5223.47998,11890.6748
1107,0,5227.89014,11898.9727
1108,15,5232.15869,11907.2373
1109,242,5236.05908,11915.3389
1110,311,5236.26416,11919.0547
1111,312,5136.19775,11872.9688
1112,340,5058.58398,11806.9658
1113,327,4981.36816,11715.7959
1114,296,4919.59814,11625.6113
1115,257,4875.94238,11551.5625
1116,257,4836.30273,11476.3916
1117,303,4812.49707,11427.2109
1118,297,4776.34521,11347.3438
1119,253,4744.10986,11272.2197
1120,263,4744.25586,11276.2334
1121,290,4722.36865,11229.6162
1122,301,4693.83105,11165.0225
1123,275,4663.69482,11093.4062
1124,242,4642.479,11040.958
1125,243,4643.57227,11045.4541
1126,262,4644.5791,11049.9141
1127,234,4625.83887,11013.1914
1128,232,4627.6416,11017.9268
1129,239,4629.61328,11022.7178
1130,214,4630.979,11027.3027
1131,161,4634.47607,11032.583
1132,110,4642.44922,11039.3369
1133,79,4654.65381,11047.4004
1134,66,4669.17969,11056.0957
1135,59,4684.49609,11065.043
1136,57,4699.99072,11074.0742
1137,38,4715.33936,11083.1514
1138,31,4731.77979,11092.5244
1139,1,4748.29639,11101.9668
1140,1,4764.42139,11111.4102
1141,0,4782.21924,11121.2207
1142,0,4799.56641,11131.0244
1143,0,4816.40625,11140.8086
1144,0,4832.75293,11150.5732
1145,0,4848.63672,11160.3291
1146,0,4864.00928,11170.0361
1147,0,4878.96143,11179.7432
1148,0,4893.4751,11189.4316
1149,0,4907.57715,11199.1104
1150,0,4921.23828,11208.751
1151,0,4934.5249,11218.3916
1152,0,4947.4082,11228.0039
1153,0,4959.91309,11237.5977
1154,0,4972.03857,11247.1631
1155,0,4983.81982,11256.7188
1156,0,4995.26562,11266.2656
1157,0,5006.35254,11275.7744
1158,0,5017.13477,11285.2832
1159,0,5027.57861,11294.7549
1160,0,5037.73535,11304.2266
1161,0,5047.58301,11313.6699
1162,0,5057.14014,11323.0947
1163,0,5066.41553,11332.501
1164,0,5075.41748,11341.8887
1165,0,5084.15381,11351.2578
1166,0,5092.62402,11360.5996
1167,0,5100.84424,11369.9229
1168,0,5108.84521,11379.2559
1169,0,5116.59424,11388.5518
1170,0,5124.10693,11397.8203
1171,0,5131.41211,11407.0889
1172,0,5138.49365,11416.3301
1173,5,5145.36572,11425.5527
1174,0,5151.89697,11434.6924
1175,0,5158.25146,11443.833
1176,0,5164.53223,11452.9932
1177,0,5170.64502,11462.1621
1178,3,5176.55859,11471.2861
1179,1,5182.23535,11480.3682
1180,1,5187.78369,11489.4453
1181,18,5193.17871,11498.5225
1182,93,5198.05908,11507.376
1183,93,5202.7998,11516.2041
1184,220,5205.9541,11523.8379
1185,223,5206.62256,11528.4492
1186,313,5207.23145,11532.9805
1187,313,5102.91455,11484.9277
1188,228,5022.63623,11416.6816
1189,276,5023.73242,11421.1992
1190,263,4972.65137,11366.5635
1191,272,4934.86719,11314.9521
1192,273,4898.48535,11256.1299
1193,224,4865.53516,11195.8525
1194,126,4867.34717,11200.6816
1195,70,4874.86963,11208.1016
1196,80,4885.49854,11216.6982
1197,78,4895.34912,11225.0996
1198,8,4905.09277,11233.5078
1199,0,4918.42676,11242.9961
1200,0,4931.81396,11252.5693
1201,0,4944.78174,11262.1055
1202,0,4957.36865,11271.6221
1203,0,4969.62158,11281.1484
1204,0,4981.47803,11290.6279
1205,0,4992.99707,11300.0977
1206,0,5004.17676,11309.5488
1207,0,5015.02686,11318.9814
1208,0,5025.54688,11328.3867
1209,0,5035.78711,11337.8018
1210,0,5045.68555,11347.1602
1211,0,5055.3208,11356.5283
1212,0,5064.66211,11365.8691
1213,0,5073.72754,11375.1914
1214,0,5082.5166,11384.4863
1215,0,5091.06299,11393.7812
1216,0,5099.34814,11403.0488
1217,0,5107.38818,11412.2979
1218,0,5115.18262,11421.5195
1219,0,5122.76172,11430.7412
1220,0,5130.10889,11439.9355
1221,0,5137.23828,11449.1123
1222,0,5144.15625,11458.2705
1223,0,5150.86914,11467.4111
1224,0,5157.3833,11476.5332
1225,52,5163.71045,11485.6465
1226,89,5168.58789,11494.043
1227,89,5173.35986,11502.4414
1228,115,5177.1626,11510.168
1229,128,5180.31396,11517.3682
1230,157,5183.12061,11524.2568
1231,183,5185.25684,11530.46
1232,167,5186.80859,11536.0068
1233,143,5188.68945,11541.9482
1234,106,5191.05859,11548.4629
1235,87,5194.17285,11555.791
1236,80,5197.6167,11563.4658
1237,91,5201.14062,11571.2715
1238,84,5204.37256,11578.8516
1239,71,5207.67822,11586.5498
1240,70,5211.16113,11594.457
1241,64,5214.59814,11602.3906
1242,53,5218.05615,11610.3789
1243,23,5221.63867,11618.542
1244,2,5225.65625,11627.1035
1245,0,5229.91895,11635.8906
1246,0,5234.0918,11644.6904
1247,0,5238.13623,11653.4639
1248,0,5242.05957,11662.2197
1249,5,5245.86572,11670.959
1250,59,5249.47852,11679.6104
1251,59,5252.99951,11688.2793
1252,281,5255.6709,11696.2012
1253,276,5160.81934,11652.4688
1254,214,5091.15527,11593.2207
1255,283,5092.53125,11598.0342
1256,279,5031.35449,11533.2529
1257,244,4979.8252,11463.3184
1258,228,4980.32764,11467.3857
1259,166,4981.55811,11471.8457
1260,6,4985.60498,11477.8955
1261,73,4996.82275,11486.9395
1262,109,5004.77637,11494.9941
1263,200,5011.02197,11502.3389
1264,248,5013.33252,11507.4795
1265,248,5013.62549,11511.4141
1266,244,5013.91797,11515.3418
1267,113,5014.37695,11519.3633
1268,81,5020.29639,11526.584
1269,218,5027.43018,11534.4268
1270,166,5028.91504,11539.0742
1271,128,5032.4751,11545.0371
1272,99,5037.50293,11551.8906
1273,116,5043.58789,11559.3477
1274,118,5048.91699,11566.4492
1275,176,5054.06885,11573.4756
1276,205,5057.00098,11579.1514
1277,187,5058.83643,11584.0801
1278,166,5061.3208,11589.4619
1279,136,5064.54688,11595.3584
1280,0,5068.82031,11601.9639
1281,0,5077.8418,11610.8213
1282,0,5086.60254,11619.6699
1283,0,5095.05176,11628.4736
1284,0,5103.29053,11637.2793
1285,0,5111.29102,11646.0762
1286,0,5119.03711,11654.8379
1287,0,5126.55908,11663.5918
1288,44,5133.84912,11672.3193
1289,166,5139.71289,11680.5088
1290,300,5142.12012,11686.2812
1291,305,5051.65479,11644.1924
1292,311,4979.32812,11582.3975
1293,363,4916.56885,11508.0664
1294,307,4841.26367,11397.9062
1295,260,4794.31006,11318.1299
1296,216,4767.8584,11267.9043
1297,157,4770.59131,11272.8809
1298,330,4777.4292,11279.4248
1299,310,4722.7583,11191.2832
1300,292,4680.26855,11113.7363
1301,268,4647.09766,11047.209
1302,250,4623.93799,10997.2246
1303,241,4624.36816,11001.5381
1304,224,4625.5708,11006.0869
1305,219,4628.2373,11011.1172
1306,208,4631.31152,11016.2627
1307,187,4635.31689,11021.7246
1308,136,4641.08154,11027.7754
1309,167,4651.10254,11035.2119
1310,337,4658.39844,11041.7988
1311,301,4588.93408,10976.3252
1312,267,4546.10156,10922.4248
1313,242,4522.07275,10885.7686
1314,288,4523.33984,10890.4023
1315,387,4492.62988,10842.7021
1316,469,4429.32031,10730.3066
1317,511,4342.85352,10560.5283
1318,490,4248.0415,10359.292
1319,428,4163.99316,10169.5781
1320,212,4101.56934,10021.5508
1321,81,4107.64453,10027.9453
1322,23,4132.11621,10038.3555
1323,9,4164.12354,10049.9336
1324,49,4197.19727,10061.7129
1325,71,4224.11719,10072.7588
1326,5,4247.66504,10083.3369
1327,11,4278.98145,10095.1104
1328,27,4308.70459,10106.7715
1329,172,4335.73193,10118.1514
1330,236,4345.31445,10125.7666
1331,192,4347.49023,10131.2627
1332,177,4354.69824,10138.2148
1333,317,4363.55273,10145.6484
1334,303,4300.62744,10102.2217
1335,229,4256.26221,10055.8721
1336,127,4259.49072,10061.6621
1337,61,4275.35889,10070.7852
1338,30,4299.04932,10081.5771
1339,23,4325.91309,10092.9414
1340,21,4352.95459,10104.415
1341,21,4379.30518,10115.8672
1342,14,4405.20361,10127.3301
1343,2,4431.18848,10138.8828
1344,1,4457.74219,10150.5908
1345,0,4483.65625,10162.29
1346,0,4508.94189,10173.9805
1347,0,4533.49072,10185.6357
1348,0,4557.39551,10197.292
1349,0,4580.60205,10208.9131
1350,0,4603.17578,10220.5234
1351,18,4625.09033,10232.0986
1352,25,4644.88232,10243.3867
1353,75,4663.58594,10254.541
1354,140,4677.83643,10264.6904
1355,140,4691.83154,10274.8428
1356,165,4700.57764,10283.248
1357,128,4707.34912,10290.8896
1358,105,4716.7915,10299.6201
1359,105,4726.11084,10308.3467
1360,109,4736.96387,10317.6865
1361,38,4747.36279,10326.916
1362,61,4762.53906,10337.6797
1363,56,4775.79297,10347.9941
1364,54,4789.09619,10358.3906
1365,37,4802.23633,10368.8086
1366,29,4816.18311,10379.5332
1367,0,4830.27686,10390.3623
1368,0,4845.76367,10401.5928
1369,0,4860.84033,10412.8232
1370,0,4875.45898,10424.0098
1371,0,4889.68994,10435.1963
1372,61,4903.50146,10446.3496
1373,145,4913.70996,10456.4697
1374,176,4919.36768,10464.4678
1375,227,4923.38916,10471.5332
1376,238,4924.80078,10476.9873
1377,361,4925.6543,10482.0947
1378,372,4800.81836,10428.9609
1379,275,4700.25732,10343.374
1380,234,4660.59277,10296.5186
1381,271,4662.26514,10301.915
1382,291,4628.40527,10257.6562
1383,283,4591.09814,10199.1865
1384,229,4560.47949,10144.4648
1385,140,4562.83203,10150.1709
1386,96,4573.20996,10158.7637
1387,79,4587.37793,10168.5801
1388,73,4602.78662,10178.7959
1389,74,4618.39648,10189.1221
1390,206,4633.60938,10199.4082
1391,203,4637.65771,10205.8262
1392,163,4641.91846,10212.3164
1393,55,4649.42969,10220.1152
1394,453,4665.57764,10230.7637
1395,533,4495.81543,10144.8154
1396,620,4288.16211,10019.0215
1397,483,4029.63721,9859.68945
1398,383,3923.59668,9686.54297
1399,152,3861.26904,9571.69141
1400,174,3878.30884,9580.71289
1401,234,3891.57471,9588.95703
1402,251,3894.98096,9595.0166
1403,244,3895.62842,9600.48047
1404,223,3897.40674,9606.1748
1405,248,3902.58008,9612.61035
1406,252,3903.70801,9618.16211
1407,204,3904.19116,9623.57227
1408,163,3912.40308,9630.67383
1409,165,3927.13721,9639.2334
1410,188,3941.40942,9647.71191
1411,188,3955.54443,9656.17969
1412,202,3965.97632,9663.8291
1413,209,3974.16162,9670.95898
1414,226,3981.21216,9677.81543
1415,249,3985.65308,9684.08594
1416,247,3986.56738,9689.54199
1417,224,3987.78467,9695.05566
1418,187,3992.50757,9701.37402
1419,161,4002.81421,9708.99023
1420,164,4016.97266,9717.51562
1421,184,4030.55444,9725.93457
1422,182,4041.0376,9733.63477
1423,148,4051.73438,9741.39648
1424,126,4067.29126,9750.31641
1425,135,4085.8125,9759.9209
1426,141,4102.81885,9769.23828
1427,147,4118.76611,9778.34863
1428,129,4133.70312,9787.25879
1429,113,4150.90967,9796.72461
1430,122,4170.03711,9806.65918
1431,139,4187.65967,9816.30078
1432,127,4202.83838,9825.41699
1433,102,4219.37744,9834.89648
1434,97,4238.83447,9845.07324
1435,107,4258.59424,9855.37012
1436,117,4276.80371,9865.38379
1437,105,4293.51025,9875.09375
1438,181,4311.41553,9885.14258
1439,163,4320.09619,9892.75391
1440,189,4330.80225,9900.96777
1441,203,4338.39893,9908.27734
1442,225,4344.34766,9915.10156
1443,218,4347.76416,9921.16895
1444,184,4351.96045,9927.46289
1445,115,4359.98145,9934.91992
1446,87,4375.67725,9944.5791
1447,100,4394.2251,9954.98242
1448,71,4411.02393,9965.02832
1449,60,4430.62891,9975.78418
1450,2,4450.98828,9986.76758
1451,1,4476.81396,9998.7627
1452,0,4502.04736,10010.7598
1453,0,4526.67334,10022.748
1454,0,4550.63281,10034.7246
1455,0,4573.89697,10046.666
1456,0,4596.48633,10058.5723
1457,0,4618.48584,10070.4785
1458,0,4639.8252,10082.3379
1459,189,4660.60645,10094.1973
1460,244,4665.82373,10101.2793
1461,281,4666.68799,10106.54
1462,253,4607.74219,10079.3643
1463,250,4607.91211,10084.3535
1464,231,4608.3374,10089.4434
1465,213,4610.37646,10095.1357
1466,189,4613.93604,10101.4189
1467,182,4619.49902,10108.4922
1468,185,4625.62012,10115.8047
1469,175,4631.4375,10123.001
1470,171,4638.02881,10130.5117
1471,153,4644.90332,10138.1592
1472,136,4653.1582,10146.3584
1473,151,4662.70068,10155.0869
1474,163,4670.91504,10163.3252
1475,167,4678.11328,10171.1885
1476,167,4684.91602,10178.8975
1477,166,4691.66016,10186.6045
1478,160,4698.42236,10194.3408
1479,175,4705.56299,10202.251
1480,184,4711.50781,10209.6621
1481,175,4716.74854,10216.7852
1482,197,4722.60205,10224.1855
1483,197,4728.4043,10231.5762
1484,202,4732.57031,10238.2344
1485,205,4736.35693,10244.7275
1486,215,4739.90869,10251.1162
1487,213,4742.73779,10257.1777
1488,180,4745.69238,10263.292
1489,162,4750.94482,10270.4727
1490,147,4757.39844,10278.2109
1491,138,4764.83105,10286.417
1492,155,4772.77148,10294.8643
1493,179,4779.47754,10302.7949
1494,182,4784.52344,10309.9668
1495,174,4789.32471,10317.0264
1496,156,4794.60449,10324.3252
1497,161,4801.01318,10332.1924
1498,174,4807.02002,10339.8789
1499,176,4812.15283,10347.1631
1500,176,4817.22998,10354.4238
1501,167,4822.14258,10361.6191
1502,166,4827.57275,10369.0957
1503,179,4833.00098,10376.5791
1504,181,4837.6001,10383.6592
1505,202,4842.03662,10390.6602
1506,224,4845.18799,10396.9854
1507,225,4847.01904,10402.6006
1508,219,4848.78857,10408.1895
1509,210,4850.90332,10413.9561
1510,201,4853.53369,10419.9951
1511,186,4856.67773,10426.3193
1512,174,4860.67578,10433.1182
1513,180,4865.32861,10440.2773
1514,209,4869.59863,10447.2402
1515,227,4872.1958,10453.2812
1516,207,4873.76758,10458.748
1517,187,4876.45605,10464.8398
1518,192,4880.24121,10471.5479
1519,199,4883.73242,10478.1104
1520,207,4886.80518,10484.4268
1521,194,4889.42822,10490.4971
1522,195,4892.7373,10496.9561
1523,208,4895.97705,10503.3887
1524,208,4898.49561,10509.4014
1525,225,4901.00098,10515.4072
1526,234,4902.59229,10520.8799
1527,206,4903.70264,10526.0732
1528,163,4906.28467,10532.1182
1529,148,4911.1167,10539.4932
1530,145,4916.66797,10547.2871
1531,165,4922.31299,10555.1641
1532,177,4926.875,10562.4414
1533,189,4930.79346,10569.3535
1534,195,4934.07715,10575.8818
1535,191,4937.04053,10582.2178
1536,191,4939.98145,10588.54
1537,178,4943.10059,10594.9844
1538,160,4946.83057,10601.8252
1539,143,4951.38428,10609.1826
1540,141,4956.70703,10617.0361
1541,142,4962.05176,10624.9277
1542,145,4967.28223,10632.7793
1543,163,4972.30957,10640.5352
1544,179,4976.45898,10647.7529
1545,183,4979.8584,10654.498
1546,173,4983.04834,10661.1074
1547,168,4986.64893,10668.002
1548,156,4990.44189,10675.0498
1549,161,4994.70752,10682.4248
1550,167,4998.72119,10689.6602
1551,172,5002.43555,10696.7031
1552,187,5005.9043,10703.5889
1553,194,5008.72266,10710.0254
1554,181,5011.22461,10716.2256
1555,138,5014.24512,10722.8193
1556,138,5017.24365,10729.4121
1557,126,5021.94092,10737.2236
1558,128,5027.04736,10745.3369
1559,148,5032.00684,10753.3936
1560,157,5036.12939,10760.9023
1561,167,5039.85645,10768.1396
1562,155,5043.1665,10775.0801
1563,155,5046.44385,10782.0117
1564,148,5050.12793,10789.2695
1565,144,5054.03369,10796.7285
1566,162,5058.03271,10804.2793
1567,182,5061.34131,10811.3164
1568,187,5063.90869,10817.7588
1569,181,5066.2832,10824.0527
1570,172,5068.84766,10830.5146
1571,159,5071.7002,10837.2305
1572,157,5074.96875,10844.3086
1573,157,5078.20215,10851.377
1574,150,5081.46729,10858.4922
1575,146,5084.93066,10865.7988
1576,164,5088.47656,10873.1904
1577,193,5091.40625,10880.0859
1578,190,5093.37988,10886.1309
